ticket_nro,sku_variante,cantidad,precio_unitario_cobrado,costo_unitario_historico,subtotal,promocion_id
418,CIN-ROS-S,1,33144.89,13257.96,33144.89,
418,REM-BLA-XL,1,32677.97,13071.19,32677.97,
418,JOG-CEL-L,1,41361.66,16544.66,41361.66,
418,BUZ-NEG-XL,1,29569.23,11827.69,29569.23,
419,GOR-GRI-unico,1,27916.74,11486.7,27916.74,12.0
419,CAM-BEI-unico,1,36700.58,14680.23,36700.58,
420,SWE-AZU-XXL,1,32525.33,13010.13,32525.33,
420,CAM-BLA-M,1,36700.58,14680.23,36700.58,
421,JEA-LAV-L,1,15310.01,8748.58,15310.01,5.0
421,CIN-ROS-L,1,33144.89,13257.96,33144.89,
421,JOG-ÍND-M,1,41361.66,16544.66,41361.66,
422,CIN-MAR-S,1,33144.89,13257.96,33144.89,
422,CHU-VER-L,1,33823.38,13529.35,33823.38,
422,CHU-NEG-M,1,33823.38,13529.35,33823.38,
423,JEA-LAV-L,1,21871.44,8748.58,21871.44,
423,CHU-NEG-XL,2,33823.38,13529.35,67646.76,
424,SWE-MAR-S,1,32525.33,13010.13,32525.33,
424,CAM-BLA-XL,1,36700.58,14680.23,36700.58,
425,GOR-GRI-XXL,1,28716.74,11486.7,28716.74,
425,REM-TUR-XXL,1,34182.8,13673.12,34182.8,
425,CIN-MAR-L,2,33144.89,13257.96,66289.78,
425,REM-VIO-XXL,2,32677.97,13071.19,65355.94,
425,REM-CEL-XXL,1,34182.8,13673.12,34182.8,
426,GOR-GRI-L,1,28716.74,11486.7,28716.74,
426,CHU-ÍND-unico,1,33823.38,13529.35,33823.38,
426,JEA-NEG-M,1,21871.44,8748.58,21871.44,
427,REM-BLA-XL,1,32677.97,13071.19,32677.97,
427,REM-CEL-XXL,1,34182.8,13673.12,34182.8,
428,MUS-CEL-S,1,32320.56,12928.22,32320.56,
428,REM-BLA-S,1,32677.97,13071.19,32677.97,
428,CAM-BLA-M,1,36700.58,14680.23,36700.58,
429,CHU-NEG-XXL,2,33823.38,13529.35,67646.76,
430,CIN-TUR-unico,1,33144.89,13257.96,33144.89,
430,CHU-NEG-XXL,1,33823.38,13529.35,33823.38,
430,CIN-ROS-unico,1,33144.89,13257.96,33144.89,
430,JEA-NEG-XXL,1,21871.44,8748.58,21871.44,
430,JEA-LAV-L,1,21871.44,8748.58,21871.44,
431,MUS-CEL-unico,1,32320.56,12928.22,32320.56,
431,REM-TUR-S,2,34182.8,13673.12,68365.6,
432,MUS-CEL-S,2,32320.56,12928.22,64641.12,
432,CIN-MAR-L,1,33144.89,13257.96,33144.89,
432,CHU-ÍND-XXL,1,33823.38,13529.35,33823.38,
433,CAM-CEL-XL,2,36700.58,14680.23,73401.16,
434,BUZ-AZU-unico,1,29569.23,11827.69,29569.23,
434,GOR-ROJ-XL,1,28716.74,11486.7,28716.74,
434,SWE-AZU-XXL,1,32525.33,13010.13,32525.33,
434,CHU-NEG-S,1,33823.38,13529.35,33823.38,
434,GOR-GRI-S,1,28716.74,11486.7,28716.74,
435,CAM-CEL-S,1,36700.58,14680.23,36700.58,
436,CHU-ÍND-L,2,33823.38,13529.35,67646.76,
436,JOG-AZU-L,1,41361.66,16544.66,41361.66,
436,GOR-ROJ-S,1,28716.74,11486.7,28716.74,
436,CHU-NEG-M,1,33823.38,13529.35,33823.38,
436,REM-CEL-XXL,1,34182.8,13673.12,34182.8,
437,SWE-AZU-S,1,32525.33,13010.13,32525.33,
437,CAM-BEI-L,1,36700.58,14680.23,36700.58,
437,CIN-MAR-XL,1,33144.89,13257.96,33144.89,
438,BUZ-AZU-unico,1,29569.23,11827.69,29569.23,
438,SWE-MAR-XXL,1,32525.33,13010.13,32525.33,
438,MUS-CEL-unico,2,32320.56,12928.22,64641.12,
438,JOG-AZU-unico,1,41361.66,16544.66,41361.66,
439,CIN-TUR-XXL,1,33144.89,13257.96,33144.89,
439,GOR-ROJ-XL,1,28716.74,11486.7,28716.74,
439,GOR-ROJ-XXL,1,28716.74,11486.7,28716.74,
439,CIN-ROS-L,2,33144.89,13257.96,66289.78,
439,BUZ-AZU-M,1,29569.23,11827.69,29569.23,
440,CHU-NEG-XXL,2,33823.38,13529.35,67646.76,
440,REM-VIO-XXL,1,32677.97,13071.19,32677.97,
441,JEA-NEG-unico,1,21871.44,8748.58,21871.44,
442,CHU-VER-S,1,33823.38,13529.35,33823.38,
442,JEA-LAV-unico,1,21871.44,8748.58,21871.44,
442,CHU-VER-L,1,33823.38,13529.35,33823.38,
442,CHU-VER-L,2,33823.38,13529.35,67646.76,
442,GOR-GRI-S,2,28716.74,11486.7,57433.48,
443,CHU-VER-S,1,33823.38,13529.35,33823.38,
443,BUZ-NEG-XL,2,29569.23,11827.69,59138.46,
444,JOG-ÍND-XXL,1,41361.66,16544.66,41361.66,
444,JOG-AZU-L,1,41361.66,16544.66,41361.66,
445,MUS-CEL-L,1,32320.56,12928.22,32320.56,
445,JOG-AZU-unico,1,41361.66,16544.66,41361.66,
445,JOG-CEL-XL,1,41361.66,16544.66,41361.66,
445,MUS-CEL-M,1,32320.56,12928.22,32320.56,
446,GOR-ROJ-XXL,1,28716.74,11486.7,28716.74,
446,REM-BLA-unico,1,32677.97,13071.19,32677.97,
446,CAM-CEL-S,1,36700.58,14680.23,36700.58,
446,JOG-ÍND-S,1,41361.66,16544.66,41361.66,
447,SWE-AZU-S,1,32525.33,13010.13,32525.33,
447,GOR-GRI-M,1,28716.74,11486.7,28716.74,
447,JOG-AZU-XXL,2,41361.66,16544.66,82723.32,
447,REM-CEL-unico,2,34182.8,13673.12,68365.6,
448,GOR-GRI-M,1,28716.74,11486.7,28716.74,
448,CIN-ROS-XXL,1,33144.89,13257.96,33144.89,
449,CAM-CEL-XL,1,36700.58,14680.23,36700.58,
449,GOR-ROJ-S,1,28716.74,11486.7,28716.74,
450,CAM-CEL-S,1,36700.58,14680.23,36700.58,
450,CAM-CEL-XL,1,36700.58,14680.23,36700.58,
450,CHU-NEG-S,1,33823.38,13529.35,33823.38,
450,CIN-MAR-L,1,33144.89,13257.96,33144.89,
451,SWE-MAR-S,1,32525.33,13010.13,32525.33,
452,CAM-BEI-S,1,36700.58,14680.23,36700.58,
452,CAM-BEI-M,1,36700.58,14680.23,36700.58,
452,CIN-TUR-XXL,1,33144.89,13257.96,33144.89,
453,SWE-AZU-S,1,32525.33,13010.13,32525.33,
454,CAM-BEI-S,1,36700.58,14680.23,36700.58,
454,CAM-BLA-S,1,36700.58,14680.23,36700.58,
455,CIN-TUR-unico,1,33144.89,13257.96,33144.89,
455,GOR-ROJ-XXL,1,28716.74,11486.7,28716.74,
455,SWE-MAR-unico,1,32525.33,13010.13,32525.33,
455,BUZ-AZU-M,1,29569.23,11827.69,29569.23,
456,MUS-CEL-XXL,1,32320.56,12928.22,32320.56,
457,CHU-ÍND-L,1,33823.38,13529.35,33823.38,
457,JOG-ÍND-XXL,1,41361.66,16544.66,41361.66,
457,CIN-MAR-L,1,33144.89,13257.96,33144.89,
457,GOR-ROJ-unico,1,28716.74,11486.7,28716.74,
458,SWE-AZU-XXL,2,32525.33,13010.13,65050.66,
458,CHU-ÍND-unico,1,33823.38,13529.35,33823.38,
458,CHU-ÍND-unico,1,33823.38,13529.35,33823.38,
458,CHU-ÍND-XL,1,33823.38,13529.35,33823.38,
459,CHU-NEG-XL,1,33823.38,13529.35,33823.38,
459,JEA-LAV-M,1,21871.44,8748.58,21871.44,
459,REM-TUR-S,1,34182.8,13673.12,34182.8,
459,REM-VIO-XXL,1,32677.97,13071.19,32677.97,
459,REM-BLA-S,1,32677.97,13071.19,32677.97,
460,REM-BLA-XL,1,32677.97,13071.19,32677.97,
460,JEA-NEG-unico,2,21871.44,8748.58,43742.88,
460,GOR-GRI-L,2,23547.73,11486.7,47095.46,10.0
460,JOG-CEL-L,1,41361.66,16544.66,41361.66,
460,BUZ-NEG-unico,1,24246.77,11827.69,24246.77,10.0
461,CHU-VER-M,1,33823.38,13529.35,33823.38,
461,GOR-ROJ-XL,2,28716.74,11486.7,57433.48,
461,CIN-TUR-unico,1,33144.89,13257.96,33144.89,
461,CHU-ÍND-XL,1,33823.38,13529.35,33823.38,
462,CIN-MAR-XL,1,33144.89,13257.96,33144.89,
462,JOG-ÍND-L,1,41361.66,16544.66,41361.66,
462,JEA-LAV-unico,1,21871.44,8748.58,21871.44,
463,SWE-MAR-M,1,32525.33,13010.13,32525.33,
463,JOG-ÍND-L,1,41361.66,16544.66,41361.66,
463,MUS-AZU-S,1,32320.56,12928.22,32320.56,
463,REM-VIO-XL,1,32677.97,13071.19,32677.97,
463,CHU-ÍND-XL,1,33823.38,13529.35,33823.38,
464,MUS-CEL-M,1,32320.56,12928.22,32320.56,
464,JOG-AZU-L,1,41361.66,16544.66,41361.66,
464,CAM-BEI-L,1,36700.58,14680.23,36700.58,
465,JEA-NEG-L,1,21871.44,8748.58,21871.44,
465,GOR-ROJ-XL,1,28716.74,11486.7,28716.74,
465,CAM-BEI-unico,1,36700.58,14680.23,36700.58,
465,CAM-BLA-XL,2,36700.58,14680.23,73401.16,
465,JOG-CEL-unico,1,41361.66,16544.66,41361.66,
466,CIN-ROS-unico,1,33144.89,13257.96,33144.89,
466,SWE-MAR-M,1,32525.33,13010.13,32525.33,
466,BUZ-NEG-XL,1,29569.23,11827.69,29569.23,
466,JOG-AZU-unico,1,41361.66,16544.66,41361.66,
467,REM-BLA-unico,1,32677.97,13071.19,32677.97,
467,JOG-ÍND-L,1,41361.66,16544.66,41361.66,
467,MUS-CEL-L,1,32320.56,12928.22,32320.56,
467,REM-CEL-XXL,1,34182.8,13673.12,34182.8,
468,CAM-BLA-XL,2,36700.58,14680.23,73401.16,
468,CIN-MAR-M,1,33144.89,13257.96,33144.89,
468,REM-TUR-XXL,1,34182.8,13673.12,34182.8,
468,REM-VIO-M,1,32677.97,13071.19,32677.97,
469,MUS-CEL-M,1,32320.56,12928.22,32320.56,
469,JEA-NEG-XL,2,21871.44,8748.58,43742.88,
469,REM-CEL-unico,1,34182.8,13673.12,34182.8,
469,CAM-BEI-S,1,36700.58,14680.23,36700.58,
469,CAM-CEL-XL,2,36700.58,14680.23,73401.16,
470,CIN-MAR-unico,1,33144.89,13257.96,33144.89,
470,MUS-CEL-XXL,1,21008.36,12928.22,21008.36,8.0
470,MUS-AZU-M,1,32320.56,12928.22,32320.56,
471,MUS-AZU-unico,2,32320.56,12928.22,64641.12,
471,BUZ-AZU-M,1,29569.23,11827.69,29569.23,
471,CHU-NEG-M,1,33823.38,13529.35,33823.38,
472,CIN-ROS-XXL,1,33144.89,13257.96,33144.89,
472,GOR-GRI-unico,1,28716.74,11486.7,28716.74,
473,REM-TUR-XXL,1,34182.8,13673.12,34182.8,
473,REM-BLA-unico,1,32677.97,13071.19,32677.97,
474,GOR-ROJ-XL,1,28716.74,11486.7,28716.74,
474,MUS-CEL-S,1,32320.56,12928.22,32320.56,
474,CAM-BLA-M,1,36700.58,14680.23,36700.58,
474,JEA-NEG-M,2,21871.44,8748.58,43742.88,
475,SWE-MAR-S,1,32525.33,13010.13,32525.33,
476,JOG-CEL-XL,1,41361.66,16544.66,41361.66,
476,CAM-BEI-M,1,36700.58,14680.23,36700.58,
476,GOR-ROJ-XXL,1,17230.04,11486.7,17230.04,7.0
476,CIN-MAR-S,1,33144.89,13257.96,33144.89,
476,CAM-CEL-XL,1,22020.35,14680.23,22020.35,7.0
477,CIN-MAR-M,1,33144.89,13257.96,33144.89,
477,CAM-CEL-S,1,36700.58,14680.23,36700.58,
477,CIN-ROS-L,1,33144.89,13257.96,33144.89,
477,CAM-BLA-XL,1,36700.58,14680.23,36700.58,
477,CIN-TUR-XXL,1,33144.89,13257.96,33144.89,
478,JEA-LAV-unico,1,21871.44,8748.58,21871.44,
478,JEA-NEG-XL,1,21871.44,8748.58,21871.44,
478,REM-BLA-S,1,32677.97,13071.19,32677.97,
478,JEA-LAV-unico,1,21871.44,8748.58,21871.44,
479,SWE-AZU-XXL,1,32525.33,13010.13,32525.33,
479,MUS-CEL-L,1,26502.86,12928.22,26502.86,10.0
480,MUS-CEL-L,1,32320.56,12928.22,32320.56,
480,CAM-CEL-unico,1,36700.58,14680.23,36700.58,
480,MUS-CEL-XXL,1,32320.56,12928.22,32320.56,
481,BUZ-NEG-XL,1,29569.23,11827.69,29569.23,
481,REM-BLA-XL,1,32677.97,13071.19,32677.97,
481,CAM-BLA-M,1,36700.58,14680.23,36700.58,
481,JEA-NEG-unico,1,21871.44,8748.58,21871.44,
481,CAM-CEL-unico,1,36700.58,14680.23,36700.58,
482,REM-TUR-M,1,20509.68,13673.12,20509.68,7.0
482,GOR-GRI-M,1,17230.04,11486.7,17230.04,7.0
482,CAM-BEI-unico,1,36700.58,14680.23,36700.58,
482,REM-BLA-S,1,32677.97,13071.19,32677.97,
482,BUZ-NEG-S,1,29569.23,11827.69,29569.23,
483,CAM-BEI-unico,1,36700.58,14680.23,36700.58,
484,CAM-CEL-unico,1,36700.58,14680.23,36700.58,
484,GOR-GRI-L,1,28716.74,11486.7,28716.74,
484,CIN-MAR-S,1,33144.89,13257.96,33144.89,
484,SWE-MAR-S,1,32525.33,13010.13,32525.33,
485,REM-CEL-unico,1,34182.8,13673.12,34182.8,
485,GOR-GRI-unico,2,28716.74,11486.7,57433.48,
485,CIN-MAR-S,1,33144.89,13257.96,33144.89,
485,SWE-MAR-XXL,1,32525.33,13010.13,32525.33,
485,REM-VIO-M,1,32677.97,13071.19,32677.97,
486,JOG-CEL-XL,1,41361.66,16544.66,41361.66,
486,BUZ-NEG-S,1,29569.23,11827.69,29569.23,
486,BUZ-NEG-S,1,29569.23,11827.69,29569.23,
487,GOR-GRI-unico,1,28716.74,11486.7,28716.74,
487,CIN-ROS-S,1,33144.89,13257.96,33144.89,
487,CHU-NEG-M,1,33823.38,13529.35,33823.38,
487,CHU-ÍND-unico,1,33823.38,13529.35,33823.38,
487,JOG-ÍND-S,1,41361.66,16544.66,41361.66,
488,GOR-GRI-L,1,28716.74,11486.7,28716.74,
488,CIN-MAR-unico,1,33144.89,13257.96,33144.89,
488,CHU-VER-S,1,33823.38,13529.35,33823.38,
488,JOG-CEL-XXL,1,41361.66,16544.66,41361.66,
489,REM-VIO-XL,1,32677.97,13071.19,32677.97,
489,CHU-VER-M,1,33823.38,13529.35,33823.38,
489,MUS-CEL-S,1,32320.56,12928.22,32320.56,
490,JOG-CEL-S,1,41361.66,16544.66,41361.66,
490,CIN-ROS-L,1,33144.89,13257.96,33144.89,
490,CHU-VER-S,1,33823.38,13529.35,33823.38,
490,REM-TUR-XXL,1,34182.8,13673.12,34182.8,
491,CAM-BEI-S,1,36700.58,14680.23,36700.58,
491,GOR-GRI-unico,1,28716.74,11486.7,28716.74,
491,BUZ-NEG-XL,1,29569.23,11827.69,29569.23,
492,JOG-CEL-XXL,2,41361.66,16544.66,82723.32,
492,CIN-TUR-unico,1,33144.89,13257.96,33144.89,
492,MUS-CEL-S,1,32320.56,12928.22,32320.56,
492,CAM-CEL-S,2,36700.58,14680.23,73401.16,
493,JEA-NEG-M,1,21871.44,8748.58,21871.44,
493,BUZ-AZU-M,1,29569.23,11827.69,29569.23,
494,JOG-CEL-XXL,1,41361.66,16544.66,41361.66,
494,MUS-CEL-unico,1,32320.56,12928.22,32320.56,
495,MUS-CEL-M,1,32320.56,12928.22,32320.56,
495,CAM-BEI-M,1,36700.58,14680.23,36700.58,
495,CAM-CEL-XL,1,36700.58,14680.23,36700.58,
496,GOR-ROJ-XL,1,28716.74,11486.7,28716.74,
496,CAM-BEI-unico,2,36700.58,14680.23,73401.16,
496,MUS-CEL-L,1,32320.56,12928.22,32320.56,
497,JOG-CEL-unico,1,41361.66,16544.66,41361.66,
497,REM-VIO-M,1,32677.97,13071.19,32677.97,
497,JEA-LAV-L,1,21871.44,8748.58,21871.44,
497,JEA-NEG-L,1,21871.44,8748.58,21871.44,
498,CAM-BEI-L,1,36700.58,14680.23,36700.58,
499,MUS-CEL-S,1,32320.56,12928.22,32320.56,
499,JOG-ÍND-S,1,41361.66,16544.66,41361.66,
499,JOG-CEL-XXL,1,41361.66,16544.66,41361.66,
499,JOG-CEL-S,1,41361.66,16544.66,41361.66,
500,CIN-MAR-L,1,27178.81,13257.96,27178.81,10.0
500,GOR-GRI-M,1,23547.73,11486.7,23547.73,10.0
500,MUS-CEL-S,1,32320.56,12928.22,32320.56,
500,CAM-BLA-S,2,30094.48,14680.23,60188.96,10.0
501,CIN-ROS-XXL,2,33144.89,13257.96,66289.78,
501,JEA-LAV-unico,1,21871.44,8748.58,21871.44,
501,JOG-CEL-L,1,41361.66,16544.66,41361.66,
501,CAM-BEI-S,1,36700.58,14680.23,36700.58,
501,CIN-MAR-unico,1,33144.89,13257.96,33144.89,
502,CIN-MAR-S,1,33144.89,13257.96,33144.89,
503,JEA-LAV-S,1,21871.44,8748.58,21871.44,
503,GOR-ROJ-XL,1,28716.74,11486.7,28716.74,
503,REM-CEL-XXL,1,34182.8,13673.12,34182.8,
503,CHU-VER-M,1,33823.38,13529.35,33823.38,
504,SWE-MAR-S,1,32525.33,13010.13,32525.33,
504,GOR-ROJ-XL,1,28716.74,11486.7,28716.74,
504,JOG-CEL-XXL,1,41361.66,16544.66,41361.66,
505,CAM-CEL-unico,1,36700.58,14680.23,36700.58,
505,MUS-CEL-L,1,32320.56,12928.22,32320.56,
505,REM-VIO-L,1,32677.97,13071.19,32677.97,
506,CAM-BEI-L,1,36700.58,14680.23,36700.58,
507,CHU-ÍND-unico,1,33823.38,13529.35,33823.38,
507,GOR-ROJ-XL,1,28716.74,11486.7,28716.74,
507,CAM-BLA-XL,1,36700.58,14680.23,36700.58,
508,MUS-CEL-unico,1,31520.56,12928.22,31520.56,12.0
508,JEA-LAV-L,1,21871.44,8748.58,21871.44,
508,GOR-ROJ-XL,1,28716.74,11486.7,28716.74,
509,REM-TUR-XXL,1,34182.8,13673.12,34182.8,
509,CHU-NEG-XXL,1,33823.38,13529.35,33823.38,
510,REM-CEL-XXL,1,33382.8,13673.12,33382.8,12.0
510,GOR-ROJ-XL,1,28716.74,11486.7,28716.74,
510,MUS-AZU-XXL,1,32320.56,12928.22,32320.56,
511,JEA-LAV-unico,1,21871.44,8748.58,21871.44,
512,CHU-VER-L,1,33823.38,13529.35,33823.38,
513,REM-CEL-XXL,1,34182.8,13673.12,34182.8,
513,CIN-ROS-S,2,33144.89,13257.96,66289.78,
513,BUZ-AZU-L,1,29569.23,11827.69,29569.23,
514,CIN-MAR-XL,1,33144.89,13257.96,33144.89,
515,REM-TUR-M,2,34182.8,13673.12,68365.6,
515,REM-BLA-S,2,32677.97,13071.19,65355.94,
515,CAM-BEI-M,1,36700.58,14680.23,36700.58,
515,CAM-CEL-XL,1,36700.58,14680.23,36700.58,
515,BUZ-AZU-unico,1,29569.23,11827.69,29569.23,
516,CAM-BEI-L,1,30094.48,14680.23,30094.48,9.0
516,MUS-AZU-unico,1,32320.56,12928.22,32320.56,
517,CAM-BEI-XXL,1,36700.58,14680.23,36700.58,
517,SWE-AZU-M,1,32525.33,13010.13,32525.33,
517,JOG-ÍND-L,1,41361.66,16544.66,41361.66,
518,JEA-LAV-S,1,21871.44,8748.58,21871.44,
518,GOR-ROJ-unico,1,28716.74,11486.7,28716.74,
518,GOR-ROJ-XXL,1,17230.04,11486.7,17230.04,7.0
519,JOG-CEL-XL,2,41361.66,16544.66,82723.32,
520,CHU-VER-M,1,33823.38,13529.35,33823.38,
520,CIN-TUR-unico,1,33144.89,13257.96,33144.89,
520,CHU-ÍND-unico,1,33823.38,13529.35,33823.38,
520,CIN-MAR-L,1,33144.89,13257.96,33144.89,
521,CHU-VER-M,1,33823.38,13529.35,33823.38,
521,CAM-CEL-S,1,36700.58,14680.23,36700.58,
521,CHU-ÍND-XL,1,33823.38,13529.35,33823.38,
521,JEA-NEG-XL,1,21871.44,8748.58,21871.44,
521,MUS-CEL-L,1,32320.56,12928.22,32320.56,
522,GOR-ROJ-unico,1,28716.74,11486.7,28716.74,
522,CHU-VER-L,1,33823.38,13529.35,33823.38,
522,REM-BLA-S,1,32677.97,13071.19,32677.97,
522,GOR-ROJ-XXL,1,28716.74,11486.7,28716.74,
522,CIN-TUR-unico,1,33144.89,13257.96,33144.89,
523,CIN-MAR-M,1,33144.89,13257.96,33144.89,
523,CIN-ROS-unico,1,33144.89,13257.96,33144.89,
523,MUS-AZU-unico,1,32320.56,12928.22,32320.56,
524,CAM-BEI-S,1,36700.58,14680.23,36700.58,
524,CHU-NEG-XXL,1,33823.38,13529.35,33823.38,
525,BUZ-NEG-S,1,29569.23,11827.69,29569.23,
525,CAM-BEI-M,1,36700.58,14680.23,36700.58,
525,CHU-ÍND-L,1,33823.38,13529.35,33823.38,
525,JOG-CEL-L,1,41361.66,16544.66,41361.66,
526,JOG-CEL-S,1,41361.66,16544.66,41361.66,
526,BUZ-AZU-L,1,29569.23,11827.69,29569.23,
526,SWE-MAR-S,1,32525.33,13010.13,32525.33,
527,JEA-NEG-M,1,21871.44,8748.58,21871.44,
527,BUZ-AZU-unico,1,29569.23,11827.69,29569.23,
528,CAM-CEL-S,1,36700.58,14680.23,36700.58,
529,REM-TUR-XXL,2,34182.8,13673.12,68365.6,
529,JOG-AZU-unico,1,24817.0,16544.66,24817.0,7.0
529,REM-BLA-S,1,32677.97,13071.19,32677.97,
529,CAM-BEI-XXL,1,36700.58,14680.23,36700.58,
529,CHU-NEG-XL,1,33823.38,13529.35,33823.38,
530,CHU-ÍND-L,1,33823.38,13529.35,33823.38,
530,JOG-AZU-XL,1,41361.66,16544.66,41361.66,
530,REM-BLA-XL,1,32677.97,13071.19,32677.97,
531,JEA-NEG-XXL,1,21871.44,8748.58,21871.44,
531,REM-VIO-XL,1,32677.97,13071.19,32677.97,
531,CHU-VER-L,1,33823.38,13529.35,33823.38,
531,CHU-VER-L,1,33823.38,13529.35,33823.38,
532,JEA-LAV-M,1,21871.44,8748.58,21871.44,
532,CAM-BLA-M,1,36700.58,14680.23,36700.58,
532,JEA-NEG-unico,1,21871.44,8748.58,21871.44,
532,CAM-CEL-unico,1,36700.58,14680.23,36700.58,
532,CIN-MAR-M,1,33144.89,13257.96,33144.89,
533,JEA-NEG-M,1,21871.44,8748.58,21871.44,
533,CHU-VER-L,1,33823.38,13529.35,33823.38,
534,CHU-ÍND-XL,1,33823.38,13529.35,33823.38,
534,JEA-NEG-M,1,21871.44,8748.58,21871.44,
535,BUZ-NEG-S,2,29569.23,11827.69,59138.46,
535,JOG-ÍND-S,1,41361.66,16544.66,41361.66,
535,REM-CEL-unico,1,34182.8,13673.12,34182.8,
535,CHU-ÍND-unico,1,33823.38,13529.35,33823.38,
536,REM-VIO-M,1,32677.97,13071.19,32677.97,
537,GOR-ROJ-S,1,28716.74,11486.7,28716.74,
537,REM-BLA-XL,1,32677.97,13071.19,32677.97,
537,GOR-GRI-XXL,1,28716.74,11486.7,28716.74,
538,REM-BLA-XL,1,32677.97,13071.19,32677.97,
538,MUS-AZU-unico,1,32320.56,12928.22,32320.56,
538,CHU-NEG-unico,1,33823.38,13529.35,33823.38,
538,BUZ-AZU-L,1,29569.23,11827.69,29569.23,
539,JOG-AZU-XXL,1,41361.66,16544.66,41361.66,
539,BUZ-AZU-unico,1,29569.23,11827.69,29569.23,
539,CAM-BLA-XL,1,36700.58,14680.23,36700.58,
539,MUS-AZU-M,1,32320.56,12928.22,32320.56,
540,CAM-CEL-XL,1,36700.58,14680.23,36700.58,
540,REM-TUR-XXL,1,34182.8,13673.12,34182.8,
540,REM-CEL-unico,1,34182.8,13673.12,34182.8,
541,CIN-MAR-M,1,33144.89,13257.96,33144.89,
541,CAM-BLA-XL,1,36700.58,14680.23,36700.58,
541,JOG-ÍND-L,1,41361.66,16544.66,41361.66,
542,JEA-NEG-XXL,1,21871.44,8748.58,21871.44,
542,MUS-CEL-unico,2,32320.56,12928.22,64641.12,
542,SWE-MAR-S,1,32525.33,13010.13,32525.33,
543,CIN-ROS-L,1,33144.89,13257.96,33144.89,
543,CHU-NEG-S,1,33823.38,13529.35,33823.38,
543,CIN-MAR-XL,1,33144.89,13257.96,33144.89,
543,MUS-CEL-unico,1,32320.56,12928.22,32320.56,
544,GOR-ROJ-XL,1,28716.74,11486.7,28716.74,
544,REM-VIO-L,1,32677.97,13071.19,32677.97,
544,JEA-LAV-M,1,21871.44,8748.58,21871.44,
544,CIN-MAR-S,1,33144.89,13257.96,33144.89,
545,CHU-ÍND-XXL,1,33823.38,13529.35,33823.38,
545,CIN-TUR-unico,1,33144.89,13257.96,33144.89,
546,CAM-BEI-unico,1,35900.58,14680.23,35900.58,12.0
546,GOR-ROJ-L,1,28716.74,11486.7,28716.74,
546,CHU-VER-XL,1,33823.38,13529.35,33823.38,
546,JEA-LAV-M,1,21871.44,8748.58,21871.44,
547,CAM-CEL-unico,1,36700.58,14680.23,36700.58,
548,JOG-CEL-XXL,1,41361.66,16544.66,41361.66,
549,MUS-AZU-unico,1,32320.56,12928.22,32320.56,
549,JEA-NEG-XXL,1,21871.44,8748.58,21871.44,
549,CIN-MAR-XL,1,33144.89,13257.96,33144.89,
549,CHU-VER-XL,1,33823.38,13529.35,33823.38,
550,JOG-ÍND-M,1,41361.66,16544.66,41361.66,
550,CIN-MAR-S,1,33144.89,13257.96,33144.89,
551,GOR-ROJ-L,1,28716.74,11486.7,28716.74,
551,REM-BLA-unico,1,32677.97,13071.19,32677.97,
551,MUS-CEL-L,1,32320.56,12928.22,32320.56,
551,GOR-ROJ-XL,1,28716.74,11486.7,28716.74,
551,JEA-NEG-unico,1,21871.44,8748.58,21871.44,
552,JEA-NEG-M,1,21871.44,8748.58,21871.44,
552,SWE-AZU-S,2,32525.33,13010.13,65050.66,
552,SWE-AZU-M,1,32525.33,13010.13,32525.33,
553,MUS-AZU-XXL,2,32320.56,12928.22,64641.12,
553,BUZ-NEG-S,1,29569.23,11827.69,29569.23,
553,JEA-LAV-S,1,21871.44,8748.58,21871.44,
554,CHU-NEG-unico,1,33823.38,13529.35,33823.38,
555,CIN-ROS-S,1,33144.89,13257.96,33144.89,
555,CHU-ÍND-L,1,33823.38,13529.35,33823.38,
555,CHU-ÍND-L,1,33823.38,13529.35,33823.38,
556,GOR-ROJ-XXL,1,28716.74,11486.7,28716.74,
556,JOG-ÍND-L,1,41361.66,16544.66,41361.66,
556,MUS-CEL-M,1,32320.56,12928.22,32320.56,
556,JEA-LAV-M,1,21871.44,8748.58,21871.44,
556,CHU-ÍND-L,1,33823.38,13529.35,33823.38,
557,CAM-BEI-S,1,30094.48,14680.23,30094.48,10.0
557,MUS-AZU-unico,1,32320.56,12928.22,32320.56,
557,CHU-VER-XL,1,27735.17,13529.35,27735.17,10.0
557,BUZ-NEG-unico,1,29569.23,11827.69,29569.23,
557,BUZ-AZU-L,2,24246.77,11827.69,48493.54,10.0
558,CHU-VER-XL,1,33823.38,13529.35,33823.38,
559,REM-BLA-unico,1,32677.97,13071.19,32677.97,
560,SWE-MAR-L,1,32525.33,13010.13,32525.33,
561,CIN-MAR-L,1,33144.89,13257.96,33144.89,
561,REM-VIO-XL,1,32677.97,13071.19,32677.97,
561,SWE-AZU-S,1,32525.33,13010.13,32525.33,
562,REM-TUR-XXL,1,34182.8,13673.12,34182.8,
563,CHU-VER-L,1,33823.38,13529.35,33823.38,
564,CAM-BEI-L,1,36700.58,14680.23,36700.58,
564,JOG-AZU-unico,1,41361.66,16544.66,41361.66,
564,JOG-ÍND-S,1,41361.66,16544.66,41361.66,
565,CAM-BEI-L,1,36700.58,14680.23,36700.58,
566,CAM-CEL-unico,1,36700.58,14680.23,36700.58,
566,CAM-BEI-unico,1,36700.58,14680.23,36700.58,
